No_,Description,Base Unit of Measure,Gross Weight,Net Weight,Gen_ Prod_ Posting Group,Item Category Code,Fecha creación,Cód_ grupo precio,Unidad medida trabajo,Cód_ formato,Cód_ embalaje,Clave estadistica 1,Clave estadistica 2,Clave estadistica 4,Clave estadistica 5,Unidad medida LM,Categoria WEB 1,Categoria WEB 2,Grosor comercial,formato_Código,formato_Descripción,formato_Largo,formato_Alto,Superficie,formato_Grosor,Grupo_registro_IVA_produto,Unidad medida venta,Situación producto,embalaje_Codigo,Embalaje_Descripcion,Cód formato,Piezas/Caja,M2/Caja,Cajas/Palet,M2/Pallet,MLin/Caja,EAN,Cód. arancelario
PAN53941,P.TACO 10X10 SHAPE GRIGIO RECT 40X120,UN,0.46,0.45,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54533,P.TACO 30x30 AMA AVORIO RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54559,P.TACO 30X30 AMA AVORIO RECT 40X120,UN,2.05,2.02,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54553,P.TACO 30X30 AMA BIANCO RECT 40X120,UN,2.05,2.01,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54534,P.TACO 30x30 AMA CENERE RECT,UN,2.19,2.15,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54535,P.TACO 30x30 AMA GRAPHITE RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54536,P.TACO 30x30 AMA GRIGIO RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54556,P.TACO 30X30 AMA GRIGIO RECT 40X120,UN,2.01,1.98,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54537,P.TACO 30x30 AMA TORTORA RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54538,P.TACO 30x30 ANTI-SLIP AMA AVORIO RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54539,P.TACO 30x30 ANTI-SLIP AMA CENERE RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54540,P.TACO 30x30 ANTI-SLIP AMA GRAPHITE RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54541,P.TACO 30x30 ANTI-SLIP AMA GRIGIO RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54542,P.TACO 30x30 ANTI-SLIP AMA TORTORA RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54560,P.TACO 30X30 CONTRACT AVORIO RECT 40X120,UN,2.06,2.03,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54554,P.TACO 30X30 CONTRACT BIANCO RECT 40X120,UN,2.06,2.03,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54557,P.TACO 30X30 CONTRACT GRIGIO RECT 40X120,UN,2.05,2.01,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54543,P.TACO 30x30 FIORI AVORIO RECT,UN,2.14,2.11,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54544,P.TACO 30x30 FIORI CENERE RECT,UN,2.08,2.04,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54545,P.TACO 30x30 FIORI GRAPHITE RECT,UN,2.08,2.04,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54546,P.TACO 30x30 FIORI GRIGIO RECT,UN,2.08,2.04,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54547,P.TACO 30x30 FIORI TORTORA RECT,UN,2.14,2.11,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54548,P.TACO 30x30 RICETTA AVORIO RECT,UN,2.17,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54549,P.TACO 30x30 RICETTA CENERE RECT,UN,2.18,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54550,P.TACO 30x30 RICETTA GRAPHITE RECT,UN,2.18,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54551,P.TACO 30X30 RICETTA GRIGIO RECT,UN,2.18,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54552,P.TACO 30X30 RICETTA TORTORA RECT,UN,2.18,2.14,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54561,P.TACO 30X30 SHAPE AVORIO RECT 40X120,UN,2.05,2.01,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54555,P.TACO 30X30 SHAPE BIANCO RECT 40X120,UN,2.06,2.03,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN54558,P.TACO 30X30 SHAPE GRIGIO RECT 40X120,UN,2.05,2.01,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53696,P.AMA AVORIO RECT. 40X120,UN,9.53,9.37,EXPO/PANEL,PUBL-SUB,04/01/2023,L25,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53698,P.AMA BIANCO RECT. 40X120,UN,9.5,9.33,EXPO/PANEL,PUBL-SUB,04/01/2023,L25,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53697,P.AMA GRIGIO RECT. 40X120,UN,9.5,9.33,EXPO/PANEL,PUBL-SUB,04/01/2023,L25,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53700,P.CONTRACT AVORIO RECT. 40X120,UN,9.58,9.42,EXPO/PANEL,PUBL-SUB,04/01/2023,L26,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53702,P.CONTRACT BIANCO RECT. 40X120,UN,9.58,9.42,EXPO/PANEL,PUBL-SUB,04/01/2023,L26,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53701,P.CONTRACT GRIGIO RECT. 40X120,UN,9.5,9.33,EXPO/PANEL,PUBL-SUB,04/01/2023,L26,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53704,P.SHAPE AVORIO RECT. 40X120,UN,9.5,9.33,EXPO/PANEL,PUBL-SUB,04/01/2023,L26,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53706,P.SHAPE BIANCO RECT. 40X120,UN,9.58,9.42,EXPO/PANEL,PUBL-SUB,04/01/2023,L26,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN53705,P.SHAPE GRIGIO RECT. 40X120,UN,9.5,9.33,EXPO/PANEL,PUBL-SUB,04/01/2023,L26,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50597,P. AMA AVORIO RECT 60X60,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L38,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50587,P. AMA CENERE RECT 60X60,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L38,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50588,P. AMA GRAPHITE RECT 60X60,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L38,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50586,P. AMA GRIGIO RECT 60X60,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L38,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50598,P. AMA TORTORA RECT 60X60,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L38,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50593,P. AMA AVORIO RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L39,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50581,P. AMA CENERE RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L39,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50582,P. AMA GRAPHITE RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L39,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50580,P. AMA GRIGIO RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L39,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50594,P. AMA TORTORA RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L39,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51775,P. ANTI-SLIP AMA AVORIO RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L40,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51772,P. ANTI-SLIP AMA CENERE RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L40,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51773,P. ANTI-SLIP AMA GRAPHITE RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L40,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51774,P. ANTI-SLIP AMA GRIGIO RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L40,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51776,P. ANTI-SLIP AMA TORTORA RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L40,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51771,P. FIORI AVORIO RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51770,P. FIORI CENERE RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51769,P. FIORI GRAPHITE RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51768,P. FIORI GRIGIO RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51767,P. FIORI TORTORA RECT 90X90,UN,18.25,17.93,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50595,P. RICETTA AVORIO RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50584,P. RICETTA CENERE RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50585,P. RICETTA GRAPHITE RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50583,P. RICETTA GRIGIO RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50596,P. RICETTA TORTORA RECT 90X90,UN,17.73,17.41,EXPO/PANEL,PUBL-SUB,04/01/2023,L41,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50589,P. AMA AVORIO RECT 60X120,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L42,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50575,P. AMA CENERE RECT 60X120,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L42,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50576,P. AMA GRAPHITE RECT 60X120,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L42,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50574,P. AMA GRIGIO RECT 60X120,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L42,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN50590,P. AMA TORTORA RECT 60X120,UN,18.26,17.95,EXPO/PANEL,PUBL-SUB,04/01/2023,L42,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51763,P. FIORI AVORIO RECT 60X60,UN,7.25,7.12,EXPO/PANEL,PUBL-SUB,04/01/2023,L43,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51762,P. FIORI CENERE RECT 60X60,UN,7.25,7.12,EXPO/PANEL,PUBL-SUB,04/01/2023,L43,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51761,P. FIORI GRAPHITE RECT 60X60,UN,7.25,7.12,EXPO/PANEL,PUBL-SUB,04/01/2023,L43,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN51760,P. FIORI GRIGIO RECT 60X60,UN,7.25,7.12,EXPO/PANEL,PUBL-SUB,04/01/2023,L43,UN,PIEZAS,UNIDADES,,,APE,AMA,,APE,PIEZAS,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
